head,relation,tail
DB01196,hasSideEffect,C0023380
DB01196,hasSideEffect,C0855242
DB01196,hasSideEffect,C0027051
DB01196,hasSideEffect,C0948089
DB01196,hasSideEffect,C0232487
DB01196,hasSideEffect,C0016382
DB01196,hasSideEffect,C0151908
DB01196,hasSideEffect,C0040264
DB01196,hasSideEffect,C0019825
DB01196,hasSideEffect,C0151827
DB01196,hasSideEffect,C1527344
DB01196,hasSideEffect,C0020437
DB01196,hasSideEffect,C0028081
DB01196,hasSideEffect,C0152227
DB01196,hasSideEffect,C0237849
DB01196,hasSideEffect,C0423798
DB01222,hasSideEffect,C0011603
DB01222,hasSideEffect,C0014591
DB01222,hasSideEffect,C0015230
DB01222,hasSideEffect,C0000737
DB01222,hasSideEffect,C0004604
DB01222,hasSideEffect,C0013395
DB01222,hasSideEffect,C0018681
DB01222,hasSideEffect,C0027497
DB01222,hasSideEffect,C0030193
DB01222,hasSideEffect,C0042963
DB01222,hasSideEffect,C0687713
DB01222,hasSideEffect,C0917801
DB01222,hasSideEffect,C0003862
DB01222,hasSideEffect,C0004093
DB01222,hasSideEffect,C0009806
DB01222,hasSideEffect,C0009938
DB01222,hasSideEffect,C0011991
DB01222,hasSideEffect,C0012833
DB01222,hasSideEffect,C0020458
DB01222,hasSideEffect,C0027441
DB01222,hasSideEffect,C0035455
DB01222,hasSideEffect,C0037763
DB01222,hasSideEffect,C0042029
DB01222,hasSideEffect,C0085633
DB01222,hasSideEffect,C0085649
DB01222,hasSideEffect,C0233472
DB01222,hasSideEffect,C0700590
DB01222,hasSideEffect,C0702166
DB01222,hasSideEffect,C0948594
DB01222,hasSideEffect,C0010200
DB01222,hasSideEffect,C0015672
DB01222,hasSideEffect,C0016204
DB01222,hasSideEffect,C0019572
DB01222,hasSideEffect,C0031350
DB01222,hasSideEffect,C0037199
DB01222,hasSideEffect,C0009763
DB01222,hasSideEffect,C0017160
DB01222,hasSideEffect,C0035243
DB01222,hasSideEffect,C0000731
DB01222,hasSideEffect,C0025345
DB01222,hasSideEffect,C0026821
DB01222,hasSideEffect,C0042769
DB01222,hasSideEffect,C0016382
DB01222,hasSideEffect,C0006840
DB01222,hasSideEffect,C0344232
DB01222,hasSideEffect,C0019825
DB01222,hasSideEffect,C0029882
DB01222,hasSideEffect,C0030252
DB01222,hasSideEffect,C0042109
DB01222,hasSideEffect,C1527344
DB01222,hasSideEffect,C0152031
DB01222,hasSideEffect,C0232492
DB01222,hasSideEffect,C0268000
